Region,Site,Layer/Assemblage/Context,Culture,Lab code,ProjCode,date,error,Material,Species,Marine?,ΔR,ΔR error,% marine,Cal. BC 1 sigma,Cal. BC 1 sigma,Cal. BC 2 sigma,Cal. BC 2 sigma,Latitude,Longitude,Notes,reference
Southern Italy,Umbro,"Trench 1, 210-220 cm (Stratum II/III)",Neolithic,OxA-23117,840,"6,469",90,Grain,Hordeum vulgare,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1, 250-260 cm (Stratum IV)",Neolithic,OxA-23118,841,"6,484",90,Grain,Hordeum vulgare,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1, 280-290 cm (Stratum V)",Neolithic,OxA-23120,842,"6,526",90,Grain,Triticum,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1, 180-190 cm (top of Stratum III)",Neolithic,Beta-135147,843,"6,620",90,Charcoal,,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Southern Italy,Umbro,"Trench 1 ,250-260 cm (Stratum V)",Neolithic,Beta-122939,844,"6,750",90,Charcoal,,,,,,,,,,16.241180,38.554150,,http://www.arch.cam.ac.uk/research/projects/bova-marina/bmap-dates
Northern Italy,Valer,Pit 1,Neolithic,Bln-4432,845,"6,400",90,Charcoal,,,,,,,,,,12.713100,45.883100,,Skeates & Whitehouse 1998
Northern Italy,Valer,Pit 1,Neolithic,Bln-4431,846,"6,504",90,Charcoal,,,,,,,,,,12.713100,45.883100,,Skeates & Whitehouse 1998
Northern Italy,Valer,Pit 2,Neolithic,Bln-4436,847,"6,557",90,Charcoal,,,,,,,,,,12.713100,45.883100,,Pinhasi et al 2005
Sicily,Vallone Inferno,,Neolithic,Beta-408858,848,"6,340",90,Charcoal,,,,,,,,,,14.015356,37.599994,,Natali & Forgia 2017
Northern Italy,Valmaione 2,,Mesolithic,Grn-20093,849,"9,410",90,Unknown,,,,,,,,,,10.210091,45.812640,,Skeates & Whitehouse 1998
Northern Italy,Via Rivoluzione d'Ottobre,,Neolithic,I-12518,850,"6,050",90,Charcoal,,,,,,,,,,10.617021,44.682321,,Skeates 1994
Northern Italy,Vicenza-Dal Molin,,Neolithic,LTL-13656A,851,"6,168",90,Unknown,,,,,,,,,,11.533240,45.563520,,Tiné 2015
Northern Italy,Vicenza-Dal Molin,,Neolithic,LTL-13654a,852,"6,258",90,Unknown,,,,,,,,,,11.533240,45.563520,,Tiné 2015
Southern Italy,Villa Communale di Foggia,"Sounding 1, level 7",Neolithic,MC-2291,853,"6,750",90,Unknown,,,,,,,,,,12.466700,42.333300,,EUROEVOL-Sample:1902
Southern Italy,Villa Communale di Foggia,"Sounding 2, level 7",Neolithic,MC-2290,854,"6,850",90,charcoal,,,,,,,,,,12.466700,42.333300,,http://fepre.mas.ncl.ac.uk/
Central Italy,Villagio Leopardi,,Neolithic,Pi-101,855,"6,578",90,charcoal,,,,,,,,,,13.267000,42.750000,,Pinhasi et al 2005
Northern Italy,Villandro - Plunacker,US 30 spit 7,Neolithic,OxA-19732,856,"6,016",90,Seed,Hordeum vulaglgare,,,,,,,,,11.540282,46.630277,,Pearce 2013
Northern Italy,Villandro - Plunacker,US 30 spit 9,Neolithic,OxA-19733,857,"6,038",90,Charcoal,,,,,,,,,,11.540282,46.630277,,Pearce 2013
Northern Italy,Villandro - Plunacker,US 30 spit 8,Neolithic,ETH-30058,858,"6,050",90,Seed,Hordeum vulaglgare,,,,,,,,,11.540282,46.630277,,Pearce 2013
Northern Italy,Villandro - Plunacker,US 30 spit 9,Neolithic,ETH-30059,859,"6,105",90,Charcoal,,,,,,,,,,11.540282,46.630277,,Pearce 2013
Northern Italy,Villandro - Plunacker,US 30 spit 7,Neolithic,ETH-30057,860,"6,920",90,Charcoal,,,,,,,,,,11.540282,46.630277,,Pearce 2013
