ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
COP1,-0.20007,0.130437485,0.884597582,-0.884597582,0.305848329,0.315,0.056086954,1.251138148,1.251138148,0.167606974
COPA,-0.27595,0.00443344,2.353259119,-2.353259119,0.033541183,0.01,0.862116016,0.064434287,0.064434287,0.924774438
COPB1,-0.3125,0.007797749,2.108030739,-2.108030739,0.048899276,-0.22,0.124786602,0.90383204,-0.90383204,0.285798087
COPB2,-0.265,0.02616426,1.582291539,-1.582291539,0.108473923,0.15,0.176975167,0.752087669,0.752087669,0.360815679
COPE,-0.2778,5.15E-04,3.28837458,-3.28837458,0.008278755,0.01,0.678453084,0.168480179,0.168480179,0.819634656
COPG1,-0.421,0.003917082,2.407037369,-2.407037369,0.031085895,0.035,0.719928896,0.142710395,0.142710395,0.846765258
COPG2,-0.1829,0.004673187,2.330386854,-2.330386854,0.034450332,0.18,0.893048857,0.049124781,0.049124781,0.942026399
COPRS,0.06575,0.844569569,0.073364571,0.073364571,0.919682785,0.075,0.884194676,0.053452104,0.053452104,0.93693216
COPS2,-0.2355,2.04E-04,3.689910769,-3.689910769,0.004584717,-0.08,0.610180971,0.21454134,-0.21454134,0.772048669
COPS3,-0.1297,0.069542329,1.157750766,-1.157750766,0.204200338,0.15,0.694942019,0.158051428,0.158051428,0.831338451
COPS4,-0.367,0.002103746,2.677006643,-2.677006643,0.020240749,-0.265,0.151509401,0.81956042,-0.81956042,0.325151664
COPS5,-0.2222,2.18E-04,3.661116364,-3.661116364,0.004794709,-0.005,0.800957465,0.096390547,-0.096390547,0.890047243
COPS6,-0.3,4.00E-04,3.398067662,-3.398067662,0.00699553,0.055,0.629972024,0.200678736,0.200678736,0.786887782
COPS7A,-0.176,0.15807996,0.801123182,-0.801123182,0.343486772,0.09,0.724122081,0.140188209,0.140188209,0.846765258
COPS7B,-0.2955,2.13E-04,3.670768149,-3.670768149,0.004700243,0.105,0.537698684,0.269461026,0.269461026,0.716982645
COPS8,-0.099765,0.686725728,0.163216682,-0.163216682,0.820503091,0.055,0.740998476,0.130182685,0.130182685,0.854984677
COPS9,-0.31,0.22637864,0.645164553,-0.645164553,0.429995032,-0.015,0.77081448,0.113050135,-0.113050135,0.873703628
COPZ1,-0.256255,0.084483444,1.073228393,-1.073228393,0.232167555,-0.055,0.813966849,0.089393283,-0.089393283,0.897105196
COPZ2,0.2115,0.146845722,0.833138701,0.833138701,0.326750885,0.675,0.04993039,1.301635042,1.301635042,0.154672792
COQ10A,-0.39967,0.013767487,1.861145336,-1.861145336,0.07160612,-0.07,0.888617938,0.051284924,-0.051284924,0.940157429
COQ10B,-0.63265,3.78E-04,3.421983655,-3.421983655,0.006720849,-0.05,0.410165551,0.387040818,-0.387040818,0.611479211
COQ3,0.2898,0.316020699,0.50028447,0.50028447,0.522486219,0.43,0.027303315,1.563784628,1.563784628,0.102682914
COQ5,0.1352,0.149991722,0.823932708,0.823932708,0.33160924,-0.02,0.783691917,0.105854633,-0.105854633,0.881350835
COQ6,-0.024,0.497913132,0.30284642,-0.30284642,0.687222478,-0.245,0.239389951,0.620894083,-0.620894083,0.439725902
COQ7,-0.1236,0.835813113,0.07789082,-0.07789082,0.915818044,-0.215,0.346570046,0.460208975,-0.460208975,0.551356668
COQ8A,0.4195,0.013292722,1.876386089,1.876386089,0.069908122,0.415,0.011159987,1.952336315,1.952336315,0.055470013
COQ8B,-0.03127,0.68672469,0.163217338,-0.163217338,0.820503091,-0.2,0.338004782,0.471077156,-0.471077156,0.544095338
COQ9,-0.03555,0.99106164,0.003899333,-0.003899333,0.997602666,-0.325,0.116756162,0.932720188,-0.932720188,0.273746658
CORO1A,0.6335,0.115483652,0.937479492,0.937479492,0.282684394,0.035,0.822702636,0.084757111,0.084757111,0.902240129
CORO1B,-0.14085,0.79234488,0.101085744,-0.101085744,0.889524082,-0.105,0.805288079,0.09404873,-0.09404873,0.892557723
CORO1C,0.4083,0.207557054,0.682862502,0.682862502,0.407453002,0.135,0.154751887,0.810364047,0.810364047,0.32978472
CORO2A,-0.734,1.04E-04,3.984303249,-3.984303249,0.003126308,-1.155,1.91E-04,3.719204046,-3.719204046,0.00397877
CORO2B,0.164,0.724170239,0.140159327,0.140159327,0.845384776,0.385,0.519459081,0.284448657,0.284448657,0.70068883
CORO6,1.1475,0.01512605,1.820274456,1.820274456,0.076336871,1.125,4.00E-04,3.39827156,3.39827156,0.006182138
CORO7,0.358,0.264989545,0.576771261,0.576771261,0.47155226,-0.145,0.255444566,0.592703331,-0.592703331,0.459029641
CORO7-PAM16,0.1055,0.469935756,0.32796151,0.32796151,0.66327381,2.28,0.980847081,0.008398696,0.008398696,0.991635816
COTL1,0.1188,0.284675324,0.545650177,0.545650177,0.49100619,0.215,0.262565767,0.580761897,0.580761897,0.466865364
COX11,-0.23266,0.357628715,0.446567618,-0.446567618,0.564530807,-0.05,0.853329786,0.068883095,-0.068883095,0.919669736
COX14,-0.4175,1,0,0,1,-0.085,0.625992619,0.203430788,-0.203430788,0.783445138
COX15,-0.2166,0.282162905,0.549500081,-0.549500081,0.489270851,-0.235,0.014353481,1.843042774,-1.843042774,0.065812114
COX16,-0.102,0.855869333,0.067592535,-0.067592535,0.927504791,-0.155,0.171623551,0.765423116,-0.765423116,0.353617116
COX17,0.0475,0.888629944,0.051279057,0.051279057,0.943489891,0.18,0.136162689,0.86594188,0.86594188,0.302783293
COX18,-0.4355,0.130214483,0.885340711,-0.885340711,0.305848329,-0.525,3.15E-04,3.501258144,-3.501258144,0.005341836
COX19,-0.2565,0.018088951,1.742586617,-1.742586617,0.085588824,-0.27,0.58299029,0.234338678,-0.234338678,0.754856056
COX20,-0.0315,0.641991259,0.192470885,-0.192470885,0.792254096,0.06,0.469890684,0.328003165,0.328003165,0.661018931
COX4I1,-0.517,0.028921489,1.538779357,-1.538779357,0.115855172,-0.245,0.063693726,1.195903342,-1.195903342,0.182541232
COX5A,-0.34725,0.062143935,1.206601248,-1.206601248,0.188948765,-0.04,0.586863039,0.231463242,-0.231463242,0.757989411
COX5B,-0.3724,0.063728994,1.195662934,-1.195662934,0.192081561,0.415,0.012277583,1.910887134,1.910887134,0.059189326
COX6A1,-0.76485,0.016261093,1.78885026,-1.78885026,0.079548961,0.04,0.753741807,0.122777395,0.122777395,0.863968323
COX6B1,-0.21125,0.149991722,0.823932708,-0.823932708,0.33160924,0.385,0.001112936,2.953529803,2.953529803,0.011914821
COX6C,-0.353885,0.028109279,1.551150301,-1.551150301,0.113655764,0.41,0.025038232,1.601396343,1.601396343,0.096532262
COX7A1,-0.0425,0.368810334,0.433196919,-0.433196919,0.575264246,-0.08,0.57155723,0.242940278,-0.242940278,0.745940184
COX7A2,-0.6115,0.006593829,2.18086231,-2.18086231,0.043977236,0.115,0.792324285,0.101097033,0.101097033,0.886763994
COX7A2L,-0.54,0.013085943,1.883194969,-1.883194969,0.069241998,0.485,0.163007464,0.787792508,0.787792508,0.34124615
COX7B,-0.103,0.439522914,0.357018478,-0.357018478,0.637262641,0.03,0.473335554,0.324830873,0.324830873,0.663841827
COX7C,-0.369937,0.112919016,0.947232914,-0.947232914,0.278971491,-0.255,0.062908845,1.201288286,-1.201288286,0.180994635
COX8A,-0.22295,0.12901935,0.88934515,-0.88934515,0.303349256,-0.075,0.879772608,0.055629564,-0.055629564,0.934815972
CP,-0.2335,0.318736936,0.496567606,-0.496567606,0.525875898,-0.525,0.844569569,0.073364571,-0.073364571,0.91491851
CPA3,0.9025,0.032829919,1.483730193,1.483730193,0.125277572,-0.445,0.91968609,0.036360382,-0.036360382,0.957999792
CPB2,0.017,0.650028057,0.187067898,0.187067898,0.797624699,-0.49,0.020389463,1.690594215,-1.690594215,0.084182943
CPD,-0.25775,0.205534797,0.687114642,-0.687114642,0.404955097,-0.54,0.047370425,1.324492722,-1.324492722,0.149069324
CPE,-0.03425,0.614172614,0.211709553,-0.211709553,0.774605883,0.865,0.044924723,1.347514589,1.347514589,0.143656475
CPEB3,-0.3205,0.157347124,0.803141192,-0.803141192,0.342681021,-0.58,0.006698593,2.174016407,-2.174016407,0.039476456
CPEB4,-0.318,0.0091965,2.036377434,-2.036377434,0.054441766,-0.58,4.17E-04,3.380163693,-3.380163693,0.006347949
CPLX1,0.391,0.350420168,0.455410906,0.455410906,0.557735967,-0.06,0.614152778,0.21172358,-0.21172358,0.775093316
CPLX2,-0.011085,1,0,0,1,0.455,0.338124847,0.470922914,0.470922914,0.544095338
CPM,-1.174,8.77E-04,3.057009723,-3.057009723,0.0115734,-1.18,0.006705883,2.173544056,-2.173544056,0.039476456
CPN1,0.085,0.385273586,0.414230764,0.414230764,0.58977223,0,0.54641001,0.262481353,0,0.724297913
CPN2,0.191,0.081497791,1.088854163,1.088854163,0.226489239,-0.805,0.05398499,1.267726978,-1.267726978,0.163204789
CPNE1,0.107,0.115486199,0.937469914,0.937469914,0.282684394,0.6,4.54E-05,4.343280722,4.343280722,0.001695106
CPNE2,-0.6885,2.04E-04,3.689910769,-3.689910769,0.004584717,-0.98,4.73E-04,3.325051836,-3.325051836,0.006893313
CPNE3,0.1704,0.188061817,0.725699372,0.725699372,0.382961154,0.01,0.37605969,0.424743216,0.424743216,0.580070431
CPNE8,0.176,0.182977912,0.737601333,0.737601333,0.376969393,0.72,0.018640314,1.729546766,1.729546766,0.079269079
CPOX,0.0086,0.800991564,0.096372058,0.096372058,0.894679337,0.335,0.116734399,0.932801148,0.932801148,0.273746658
CPPED1,-0.01165,0.941950549,0.025971897,-0.025971897,0.972787443,0.275,0.277131225,0.557314538,0.557314538,0.482603034
CPQ,-0.3935,0.289747187,0.537980772,-0.537980772,0.496290354,0.17,0.423102025,0.373554896,0.373554896,0.622369791
CPS1,0.206195,0.3168927,0.499087765,0.499087765,0.523827573,1.42,0.004433302,2.353272699,2.353272699,0.029888662
CPSF1,0.2695,5.41E-06,5.27E+00,5.267069941,6.92E-04,0.08,0.800966332,0.096385739,0.096385739,0.890047243
CPSF2,0.22757,0.002442544,2.612157645,2.612157645,0.022438008,-0.115,0.732519076,0.135181061,-0.135181061,0.849447482
CPSF3,0.3157,2.47E-05,4.6079732,4.6079732,0.001353451,0.435,1.60E-04,3.797106684,3.797106684,0.003560299
CPSF4,0.0902,0.469935756,0.32796151,0.32796151,0.66327381,0.285,0.480277758,0.318507525,0.318507525,0.669006797
CPSF6,0.1624,0.010988233,1.959072136,1.959072136,0.061739207,-0.03,0.55263428,0.257562179,-0.257562179,0.729572228
CPSF7,0.00872,0.941949737,0.025972271,0.025972271,0.972787443,0.175,0.195564874,0.708709147,0.708709147,0.384950473
CPT1A,0.2506,0.224175329,0.649412184,0.649412184,0.426826205,0.32,0.178789302,0.747658472,0.747658472,0.36298155
CPT2,-0.6275,7.93E-04,3.100730555,-3.100730555,0.010849779,-0.445,8.40E-04,3.075537935,-3.075537935,0.009964015
CPTP,0.3945,4.09E-04,3.388733901,3.388733901,0.007109523,0.4,0.069492542,1.158061804,1.158061804,0.193804472
CPVL,0.9575,0.003647634,2.437988748,2.437988748,0.029439387,1.325,2.84E-04,3.547420825,3.547420825,0.005016623
CPXM1,0.16,0.391436738,0.407338417,0.407338417,0.595160593,0.805,0.189938679,0.721386587,0.721386587,0.377425834
CPXM2,0.7065,0.008904006,2.050414573,2.050414573,0.053254581,1.59,9.31E-04,3.030929381,3.030929381,0.010684425
CPZ,0.06825,0.390397141,0.408493372,0.408493372,0.595160593,-0.045,0.39762959,0.400521305,-0.400521305,0.599318617
CRABP1,1.20655,0.023660321,1.625979371,1.625979371,0.101775689,1.24,0.024823049,1.605144882,1.605144882,0.095991613
CRABP2,1.709,0.036677953,1.435594912,1.435594912,0.134274865,2.145,0.011713562,1.931311023,1.931311023,0.057326168
CRACR2A,-0.1029,0.624461827,0.204494105,-0.204494105,0.782614576,-0.225,0.282134273,0.549544153,-0.549544153,0.487500456
CRACR2B,-0.249,0.08494,1.070887746,-1.070887746,0.233292568,-1.19,0.002534,2.596193399,-2.596193399,0.020496714
CRADD,-0.4799,0.009502091,2.02218083,-2.02218083,0.055675809,-0.605,4.63E-04,3.334673936,-3.334673936,0.006787014
CRAT,-1.1865,5.13E-06,5.29E+00,-5.290243453,6.65E-04,-2.045,9.25E-07,6.034068764,-6.034068764,3.34E-04
CRB3,-0.2115,0.669065789,0.174531176,-0.174531176,0.810711683,-0.625,0.10072497,0.996862852,-0.996862852,0.248077197
CRBN,-0.2414,0.011166785,1.952071858,-1.952071858,0.062465331,-0.155,0.432824975,0.363687688,-0.363687688,0.630391396
CRCP,0.4445,0.082403296,1.084055415,1.084055415,0.228436747,0.085,0.715682316,0.145279714,0.145279714,0.846439384
CREB1,0.058,0.594631071,0.225752402,0.225752402,0.761823219,0.04,0.248452892,0.604755944,0.604755944,0.450566256
CREB3L2,0.1535,0.82839074,0.081764765,0.081764765,0.911645932,-0.645,0.011893604,1.924686531,-1.924686531,0.057847991
CREB3L4,-0.754,0.013574119,1.867288357,-1.867288357,0.070956243,-1.145,5.50E-05,4.259658142,-4.259658142,0.001860555
CREB5,0.10225,0.345709869,0.461288223,0.461288223,0.553466664,-0.24,0.131856869,0.879897241,-0.879897241,0.296515406
CREBBP,0.0793,0.56776163,0.245833961,0.245833961,0.743567632,-0.12,0.519410837,0.284488994,-0.284488994,0.70068883
CREBRF,0.224425,0.279401241,0.55377167,0.55377167,0.486322808,0.145,0.343779774,0.463719679,0.463719679,0.549717023
CREG1,0.275,0.195691599,0.708427819,0.708427819,0.391575109,0.57,0.017542071,1.755919135,1.755919135,0.075876002
CRELD1,-0.2713,0.260215422,0.584666968,-0.584666968,0.466176221,-0.035,0.740975747,0.130196007,-0.130196007,0.854984677
CRELD2,-0.2834,0.014825987,1.828976387,-1.828976387,0.075151667,-0.75,1.59E-04,3.797521242,-3.797521242,0.003560299
CREM,0.40845,0.033090855,1.480292014,1.480292014,0.125943166,0.065,0.400750792,0.397125611,0.397125611,0.602379741
CRIM1,-0.18775,0.496625092,0.303971342,-0.303971342,0.687222478,0.09,0.269785093,0.568982051,0.568982051,0.473648853
CRIP1,0.0755,0.870958373,0.060002601,0.060002601,0.935839056,-0.515,0.129005958,0.889390232,-0.889390232,0.292453625
CRIP2,-0.0792,1,0,0,1,-0.235,0.4630523,0.334369955,-0.334369955,0.655183557
CRIPT,0.5134,0.01676486,1.775600062,1.775600062,0.081102717,0.37,8.79E-05,4.05587371,4.05587371,0.002455345
CRISP3,-0.4731,0.519467851,0.284441325,-0.284441325,0.704607821,-2.18,0.077654457,1.109833615,-1.109833615,0.209184828
CRISPLD1,-0.1621,0.133775993,0.873621816,-0.873621816,0.310865074,-0.92,0.00304454,2.51647826,-2.51647826,0.023284398
CRISPLD2,0.527945,0.237240346,0.624811452,0.624811452,0.440585802,0.78,0.318725081,0.496583759,0.496583759,0.524366473
CRK,-0.129,0.107922195,0.96688923,-0.96688923,0.270813906,-0.18,0.369988764,0.431811464,-0.431811464,0.574165196
CRKL,0.10195,0.783721446,0.105838269,0.105838269,0.883960129,0.225,0.260040234,0.584959451,0.584959451,0.464395475
CRLF1,1.0405,0.002056237,2.686926864,2.686926864,0.020067906,0.345,0.250846488,0.600591975,0.600591975,0.453509261
CRLF3,0.4698,0.006266071,2.203004684,2.203004684,0.042395939,0.295,0.142151879,0.847247395,0.847247395,0.311815212
CRMP1,-0.224,0.346679766,0.460071505,-0.460071505,0.553918635,0.325,0.436197398,0.360316929,0.360316929,0.633544468
CRNKL1,0.1758,0.063728994,1.195662934,1.195662934,0.192081561,0.12,0.07854287,1.104893231,1.104893231,0.21076394
CROCC,-0.479,0.001329178,2.876416701,-2.876416701,0.015115623,-0.31,0.114167794,0.942456392,-0.942456392,0.269708239
CROCC2,-1.0805,8.09E-04,3.092016153,-3.092016153,0.01102698,-3.945,3.59E-04,3.444609379,-3.444609379,0.005768833
CROT,-0.2209,0.146847136,0.833134519,-0.833134519,0.326750885,-0.35,0.033273767,1.477898035,-1.477898035,0.117349111
CRP,0.32965,0.866548304,0.062207224,0.062207224,0.93351944,0.485,0.189287337,0.722878439,0.722878439,0.377217827
CRTAC1,0.0805,0.213674567,0.670247168,0.670247168,0.415302131,2.76,0.002182268,2.661091893,2.661091893,0.018553052
CRTAP,0.322,0.011528719,1.938218958,1.938218958,0.063806493,-0.06,0.37008259,0.431701345,-0.431701345,0.574165196
CRTC1,0.1542,0.423129614,0.373526578,0.373526578,0.622632079,0.375,0.099576419,1.001843497,1.001843497,0.246427845
CRTC2,0.2314,0.039808598,1.400023117,1.400023117,0.141299301,0.155,0.074838629,1.125874175,1.125874175,0.204165134
CRTC3,-0.298,0.009196255,2.036388987,-2.036388987,0.054441766,-0.225,0.028489002,1.54532276,-1.54532276,0.105674666
CRY2,0.2842,0.161442165,0.791983026,0.791983026,0.348961379,-0.32,0.014137874,1.84961589,-1.84961589,0.065106178
CRYAB,0.19,0.127609224,0.894117934,0.894117934,0.30216048,1.27,0.016510343,1.782243911,1.782243911,0.072671929
CRYBB1,-0.23905,0.411192676,0.385954629,-0.385954629,0.613153019,0.04,0.490773715,0.309118706,0.309118706,0.677197483
CRYBG1,0.0465,0.745263946,0.127689888,0.127689888,0.858704017,-0.175,0.307968173,0.511494163,-0.511494163,0.513661447
CRYBG2,0.3686,0.193346615,0.713663427,0.713663427,0.389737171,0.435,0.16140387,0.792086057,0.792086057,0.339000573
CRYBG3,-0.027,0.658119559,0.181695202,-0.181695202,0.802606958,-0.13,0.545160519,0.263475603,-0.263475603,0.722882899
CRYL1,-1.01319,1.14E-04,3.944335776,-3.944335776,0.003311943,-0.965,0.001136032,2.944609443,-2.944609443,0.012072383
CRYM,-0.15675,0.28468038,0.545642463,-0.545642463,0.49100619,-0.055,0.45288795,0.344009234,-0.344009234,0.646112659
CRYZ,-0.6883,0.018642791,1.729489078,-1.729489078,0.087290592,-0.945,0.002182659,2.661014043,-2.661014043,0.018553052
CRYZL1,-0.2812,0.048005899,1.318705395,-1.318705395,0.159124833,-0.105,0.480250097,0.318532539,-0.318532539,0.669006797
CS,0.16,0.070411654,1.152355455,1.152355455,0.205472554,0.56,5.25E-04,3.279964188,3.279964188,0.007351383
CSAD,0.51,0.037329692,1.427945596,1.427945596,0.136262117,-0.045,0.840172836,0.075631364,-0.075631364,0.912847822
CSDC2,0.272,0.279658853,0.553371427,0.553371427,0.486322808,0.375,0.452878461,0.344018334,0.344018334,0.646112659
CSDE1,0.0533,0.32146497,0.492866345,0.492866345,0.528443229,0.105,0.70322642,0.152904821,0.152904821,0.837895607
CSE1L,0.5312,3.16E-04,3.500120473,3.500120473,0.006025775,0.82,8.01E-06,5.096137352,5.096137352,6.66E-04
CSF1R,0.04,0.648047061,0.188393455,0.188393455,0.797543144,0.43,0.21160137,0.674481526,0.674481526,0.403904036
CSGALNACT2,-0.5468,0.0565589,1.247499045,-1.247499045,0.177372952,0.055,0.848936892,0.071124593,0.071124593,0.91755495
CSK,0.0546,0.618112883,0.208932204,0.208932204,0.777498388,-0.075,0.79663308,0.098741664,-0.098741664,0.887910174
CSNK1A1,-0.24765,0.040898022,1.388297696,-1.388297696,0.143224198,-0.515,7.00E-04,3.155173876,-3.155173876,0.008901114
CSNK1D,-0.00425,0.35828904,0.445766476,-0.445766476,0.565057123,0.25,0.186132503,0.730177782,0.730177782,0.372416069
CSNK1G1,-0.2214,0.140702657,0.851697701,-0.851697701,0.320012299,-0.235,0.195643105,0.708535454,-0.708535454,0.384950473
CSNK1G2,-0.30485,0.204375272,0.689571652,-0.689571652,0.403421383,-0.57,0.017799702,1.749587268,-1.749587268,0.076739983
CSNK1G3,0.0446,0.741132827,0.13010395,0.13010395,0.855276013,-0.18,0.107839587,0.967221785,-0.967221785,0.259743183
CSNK2A1,0.2402,6.82E-05,4.166482977,4.166482977,0.002454687,0.615,1.58E-06,5.80232233,5.80232233,3.59E-04
CSNK2A2,0.13855,0.009196255,2.036388987,2.036388987,0.054441766,0.32,0.105424469,0.977058577,0.977058577,0.256011863
CSNK2B,0.1953,0.034705883,1.459596896,1.459596896,0.129676066,0.385,1.13E-04,3.945608243,3.945608243,0.00290373
CSPG4,0.06395,0.56019487,0.251660873,0.251660873,0.73700488,-0.355,0.567742657,0.245848474,-0.245848474,0.742679278
CSPP1,0.24975,0.323356988,0.49031775,0.49031775,0.531042806,-0.23,0.297394939,0.526666427,-0.526666427,0.502884363
CSRP1,0.123,0.897488221,0.046971243,0.046971243,0.948331762,-0.24,0.338114703,0.470935944,-0.470935944,0.544095338
CSRP2,0.101,0.950868738,0.021879431,0.021879431,0.978417008,-0.285,0.349537497,0.456506227,-0.456506227,0.554163887
CST1,-1.1167,0.004937276,2.306512561,-2.306512561,0.035857488,-1.555,0.019197079,1.716764851,-1.716764851,0.080888696
CST3,-0.4985,0.001582014,2.800789558,-2.800789558,0.016827766,-0.005,0.423085795,0.373571556,-0.373571556,0.622369791
CST4,-0.5219,0.115994319,0.93556328,-0.93556328,0.283854904,-1.77,0.004756797,2.322685408,-2.322685408,0.031183311
CST6,-0.953,0.029157149,1.535254941,-1.535254941,0.116630537,0.07,0.835810847,0.077891997,0.077891997,0.909698567
CSTA,0.812,0.104285331,0.981776775,0.981776775,0.265155263,1.05,0.066163879,1.17937904,1.17937904,0.187360611
CSTB,-0.317,0.537789782,0.269387453,-0.269387453,0.720133323,-0.02,0.893053694,0.049122429,-0.049122429,0.942026399
CSTF1,0.3209766,0.002064498,2.685185602,2.685185602,0.020067906,0.475,5.90E-05,4.229421156,4.229421156,0.001927134
CSTF2,0.1162,0.143750438,0.842390822,0.842390822,0.323605456,0.145,0.318669185,0.49665993,0.49665993,0.524366473
CSTF2T,0.1774,0.013502711,1.869579028,1.869579028,0.070621979,-0.285,0.041988221,1.376872527,-1.376872527,0.137180174
CSTF3,0.238,0.002442115,2.612233901,2.612233901,0.022438008,0.125,0.641921329,0.192518194,0.192518194,0.794881434
CT45A10,0.7555,0.4290301,0.367512237,0.367512237,0.628472976,3.41,0.061176219,1.213417367,1.213417367,0.177967979
CTAG1B,0.21583,0.529526995,0.276111895,0.276111895,0.714975194,0,0.193027725,0.714380309,0,0.38205097
CTBP1,-0.0935,0.403929596,0.393694325,-0.393694325,0.607400195,-0.105,0.23274559,0.633118539,-0.633118539,0.431303926
CTBP2,-0.08189,0.177031244,0.751950079,-0.751950079,0.368759569,-0.355,0.020063828,1.697586206,-1.697586206,0.083467911
