ID,FoldChange.protein,pval.protein,logp.protein,signedlogp.protein,FDR.protein,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
LOXL4,-0.09,0.929817587,0.031602244,-0.031602244,0.977891154,-0.875,1.17E-04,3.930499329,-3.930499329,0.007404875
LPA,-0.0835,0.909121199,0.041378215,-0.041378215,0.969439894,-1.515,0.015647762,1.805547777,-1.805547777,0.113656657
LPAR1,-0.1639,0.141435753,0.849440794,-0.849440794,0.464514892,-0.405,0.003632048,2.439848384,-2.439848384,0.051462694
LPAR2,0.373,0.422361966,0.374315197,0.374315197,0.740027551,0.315,0.014209923,1.84740826,1.84740826,0.108142413
LPCAT1,0.285,0.054151618,1.266388562,1.266388562,0.297847792,0.56,0.009998276,2.000074882,2.000074882,0.08874952
LPCAT2,-0.08776,0.544856546,0.263717827,-0.263717827,0.818051091,-0.075,0.873807407,0.058584278,-0.058584278,0.945691985
LPCAT3,-0.3321,0.022143078,1.654762005,-1.654762005,0.206951874,-0.35,0.023015164,1.637985926,-1.637985926,0.14114677
LPCAT4,-0.0317,0.823274059,0.084455569,-0.084455569,0.945525715,-0.085,0.605678622,0.217757755,-0.217757755,0.800097031
LPGAT1,-0.06,0.377018137,0.423637757,-0.423637757,0.705469441,0.06,0.739471114,0.131078786,0.131078786,0.878558499
LPIN1,-0.1275,0.191806395,0.717136918,-0.717136918,0.526687896,-0.015,0.490259527,0.309573958,-0.309573958,0.72948303
LPIN2,0.07365,0.459618868,0.337602152,0.337602152,0.76176782,0.15,0.709681989,0.148936217,0.148936217,0.861857431
LPIN3,0.2308,0.038720608,1.412057828,1.412057828,0.259266035,0.325,0.145879384,0.836006079,0.836006079,0.386461804
LPL,0.2675,0.453546454,0.343378225,0.343378225,0.758858059,-0.72,0.00957402,2.018905661,-2.018905661,0.086690991
LPP,-0.367,0.126359062,0.898393608,-0.898393608,0.442408381,-0.08,0.212800628,0.672027094,-0.672027094,0.474295682
LPXN,0.1029,0.259916717,0.585165787,0.585165787,0.59754107,0.06,0.459583533,0.337635541,0.337635541,0.704954998
LRBA,0.1255,0.06272956,1.202527761,1.202527761,0.318550866,0.29,0.009428975,2.02553553,2.02553553,0.085968617
LRCH1,-0.0706,0.185131482,0.732519721,-0.732519721,0.518464904,-0.105,0.239463616,0.620760464,-0.620760464,0.507294064
LRCH2,-0.2515,0.070652932,1.150869812,-1.150869812,0.338426912,-0.55,0.030093961,1.521520652,-1.521520652,0.16397795
LRCH3,-0.10523,0.078933257,1.102739978,-1.102739978,0.355254013,-0.13,0.082240308,1.08491527,-1.08491527,0.285759964
LRCH4,-0.0779,0.377018137,0.423637757,-0.423637757,0.705469441,-0.095,0.272684042,0.564340277,-0.564340277,0.542650841
LRG1,-0.1485,0.358538227,0.445464533,-0.445464533,0.690303683,-0.325,0.316082504,0.500199543,-0.500199543,0.586389294
LRIF1,-0.008,0.881641788,0.054707833,-0.054707833,0.961758418,0.075,0.913048238,0.039506278,0.039506278,0.964007664
LRIG1,0.131,0.578313686,0.23783653,0.23783653,0.839247694,-0.14,0.128819883,0.890017099,-0.890017099,0.365278857
LRMDA,-4.00E-04,0.976244254,0.010441509,-0.010441509,0.993482033,0.02,0.815547524,0.088550726,0.088550726,0.918572401
LRMP,8.89E-02,0.597670324,0.223538308,0.223538308,0.851285752,-0.22,0.092449805,1.034094001,-1.034094001,0.304061878
LRP1,-0.239,0.006534263,2.184803401,-2.184803401,0.117332157,-0.385,0.008773302,2.056836945,-2.056836945,0.082450925
LRP10,0.0425,0.609222852,0.215223815,0.215223815,0.855612355,-0.05,0.323282717,0.490417513,-0.490417513,0.593705032
LRP11,0.52075,0.104626654,0.980357663,0.980357663,0.405787891,0.23,0.251583379,0.599318054,0.599318054,0.521403528
LRP4,-0.3051,0.094057737,1.026605472,-1.026605472,0.389622043,-0.875,0.237526156,0.62428856,-0.62428856,0.504848307
LRP6,-0.1073,0.748073081,0.126055973,-0.126055973,0.914510598,-0.105,0.049902992,1.301873418,-1.301873418,0.216420971
LRPAP1,-0.04565,0.243496594,0.61350711,-0.61350711,0.581088456,-0.135,0.145834962,0.836138348,-0.836138348,0.386461804
LRPPRC,0.279,0.24349412,0.613511522,0.613511522,0.581088456,0.105,0.34819072,0.458182808,0.458182808,0.615976174
LRRC1,-0.0553,0.235563252,0.627892458,-0.627892458,0.572239011,0.005,0.928807978,0.032074063,0.032074063,0.970791179
LRRC14,-0.0953555,0.418540791,0.378262209,-0.378262209,0.737347129,-0.015,0.93274287,0.030238062,-0.030238062,0.97309982
LRRC15,-0.3115,0.156539113,0.805377131,-0.805377131,0.485301056,-1.355,0.023934045,1.620983899,-1.620983899,0.144478265
LRRC17,-0.401,0.002347779,2.629342794,-2.629342794,0.072326222,-1.28,0.003994288,2.398560657,-2.398560657,0.053968484
LRRC20,0.09605,0.222129978,0.653392826,0.653392826,0.559894984,0.49,0.004250591,2.371550691,2.371550691,0.055993889
LRRC23,-0.1735,0.886342543,0.052398405,-0.052398405,0.963454884,-0.585,0.249546723,0.602848129,-0.602848129,0.518636295
LRRC25,0.263,0.227150202,0.643686874,0.643686874,0.565728514,-0.09,0.739471114,0.131078786,-0.131078786,0.878558499
LRRC32,-0.093,0.949935073,0.022306077,-0.022306077,0.982754679,-0.245,0.207436061,0.683115742,-0.683115742,0.467889899
LRRC40,0.05535,0.568174946,0.245517921,0.245517921,0.831065487,0.08,0.323254779,0.490455046,0.490455046,0.593705032
LRRC41,0.11715,0.078934829,1.10273133,1.10273133,0.355254013,0.11,0.272641251,0.564408433,0.564408433,0.542650841
LRRC42,0.2422,0.006466897,2.189304031,2.189304031,0.116753088,0.13,0.239456217,0.620773883,0.620773883,0.507294064
LRRC45,-0.02795,0.588536589,0.230226532,-0.230226532,0.844819528,0.125,0.203821134,0.690750787,0.690750787,0.46366629
LRRC46,-0.282645,0.736401537,0.132885314,-0.132885314,0.9110954,-1.075,0.374338494,0.426735512,-0.426735512,0.634233395
LRRC47,-0.0546,0.612702106,0.212750627,-0.212750627,0.857574955,0.2,0.067742237,1.169140467,1.169140467,0.255606092
LRRC49,-0.1941,0.397898985,0.400227168,-0.400227168,0.724312638,0.035,0.157198293,0.803552173,0.803552173,0.403072234
LRRC4B,-0.106,0.261687795,0.582216532,-0.582216532,0.600700324,-0.85,0.004597947,2.33743602,-2.33743602,0.05835501
LRRC57,0.1514,0.175452456,0.755840547,0.755840547,0.507946258,0.13,0.193309508,0.713746785,0.713746785,0.448922106
LRRC58,0.0144,0.904761905,0.043465694,0.043465694,0.968539751,0.01,0.22390076,0.649944432,0.649944432,0.488233117
LRRC59,0.24805,0.345699285,0.461301519,0.461301519,0.681862643,0.235,0.024547571,1.60999147,1.60999147,0.147020048
LRRC6,-0.4535,0.573759101,0.241270412,-0.241270412,0.836829601,-0.285,0.116784696,0.932614065,-0.932614065,0.345921834
LRRC8A,-0.0011,0.800182125,0.096811155,-0.096811155,0.936153485,-0.11,0.374260768,0.426825696,-0.426825696,0.634233395
LRRC8C,0.1178,0.336522906,0.472985369,0.472985369,0.674556013,0.12,0.858186763,0.066418189,0.066418189,0.939157354
LRRC8D,-0.023,0.680033677,0.167469579,-0.167469579,0.887329786,-0.085,0.889465456,0.050870914,-0.050870914,0.952887452
LRRC8E,0.13005,0.343169135,0.464491781,0.464491781,0.679497649,0.365,0.002718042,2.565743777,2.565743777,0.043662411
LRRFIP1,0.26685,0.003147046,2.502096893,2.502096893,0.08190075,0.145,0.181817856,0.740363468,0.740363468,0.43605059
LRRFIP2,-0.23745,0.183491056,0.736385101,-0.736385101,0.516156761,-0.105,0.424202741,0.372426529,-0.372426529,0.678044524
LRRK2,0.007,0.60922473,0.215222476,0.215222476,0.855612355,0.18,0.920929852,0.035773449,0.035773449,0.967113964
LRRN4CL,-0.142,0.235780238,0.627492598,-0.627492598,0.572624412,-0.455,0.002547086,2.593956424,-2.593956424,0.041912359
LRRTM1,-0.375315,0.0111361,1.953266897,-1.953266897,0.150793669,-1.845,0.004320625,2.364453418,-2.364453418,0.056624002
LRSAM1,0.0211,0.588532676,0.23022942,0.23022942,0.844819528,0.05,0.274771694,0.561028009,0.561028009,0.544888239
LRWD1,0.00774,1,0,0,1,-0.08,0.769639948,0.113712399,-0.113712399,0.894698431
LSAMP,-0.178,0.264817265,0.577053705,-0.577053705,0.603623448,-0.885,0.003691555,2.4327906,-2.4327906,0.051878928
LSG1,-0.01667,0.78488034,0.105196549,-0.105196549,0.931158992,0.055,0.854277382,0.068401092,0.068401092,0.937477007
LSM1,-0.06645,0.680394949,0.167238919,-0.167238919,0.887329786,0.12,0.361063943,0.442415879,0.442415879,0.623782104
LSM12,0.1114,0.216543052,0.664455746,0.664455746,0.554025624,0.325,0.001052477,2.977787284,2.977787284,0.025553798
LSM14A,0.0406,0.304265505,0.516747282,0.516747282,0.64512528,0.11,0.188317274,0.725109841,0.725109841,0.442714338
LSM14B,0.0268,0.459614157,0.337606603,0.337606603,0.76176782,0.26,0.084077371,1.075320875,1.075320875,0.288480438
LSM2,-0.036,0.873813974,0.058581014,-0.058581014,0.959504675,0.305,0.0019525,2.709408886,2.709408886,0.036093715
LSM3,0.05715,0.108924207,0.962875592,0.962875592,0.414087668,0.17,0.014207383,1.847485921,1.847485921,0.108142413
LSM4,0.03457,0.881639322,0.054709048,0.054709048,0.961758418,0.4,2.17E-04,3.662654522,3.662654522,0.010344909
LSM5,0.026375,0.477887381,0.320674437,0.320674437,0.771768944,0.05,0.139095816,0.856685933,0.856685933,0.37661564
LSM6,-0.016,0.633759162,0.198075749,-0.198075749,0.868921195,0.14,0.082340055,1.084388846,1.084388846,0.285759964
LSM7,0.03322,0.512395726,0.290394501,0.290394501,0.796997376,0.205,0.051088772,1.291674538,1.291674538,0.219058562
LSM8,-0.05525,0.881641788,0.054707833,-0.054707833,0.961758418,-0.365,0.095361879,1.020625202,-1.020625202,0.310080463
LSP1,0.24825,0.233609423,0.631509644,0.631509644,0.571240719,-0.14,0.444659094,0.351972821,-0.351972821,0.6941194
LSR,-0.0095,0.944606598,0.024749025,-0.024749025,0.981386867,-0.13,0.328164477,0.483908432,-0.483908432,0.598257403
LSS,0.14957,0.14048321,0.852375576,0.852375576,0.461963909,0.41,0.003746305,2.426396918,2.426396918,0.052385422
LTA4H,-0.1664,0.010001403,1.999939063,-1.999939063,0.14295339,-0.21,0.049315768,1.307014203,-1.307014203,0.21514036
LTB4R,-0.11555,0.718059856,0.143839353,-0.143839353,0.905054883,0.265,0.052296651,1.281526124,1.281526124,0.221892144
LTBP1,-0.31765,0.036672818,1.435655718,-1.435655718,0.251846642,-0.395,0.101444344,0.99377216,-0.99377216,0.319325789
LTBP2,-0.11,0.259909215,0.585178323,-0.585178323,0.59754107,-0.12,0.288171135,0.540349523,-0.540349523,0.558708799
LTBP3,-0.2523,0.078937972,1.102714035,-1.102714035,0.355254013,-0.365,0.051088772,1.291674538,-1.291674538,0.219058562
LTBP4,-0.403,0.01383063,1.859158038,-1.859158038,0.164125636,-0.78,8.52E-04,3.069507007,-3.069507007,0.022901194
LTBR,-0.018,0.747006083,0.126675861,-0.126675861,0.913310358,-0.185,0.432904359,0.363608041,-0.363608041,0.684288943
LTF,-1.32,0.048801791,1.311564242,-1.311564242,0.284694543,-0.445,0.148680264,0.827746676,-0.827746676,0.391002106
LTN1,-0.29295,6.94E-07,6.158724949,-6.158724949,8.26E-04,-0.195,0.002714535,2.566304489,-2.566304489,0.043662411
LTV1,0.10815,2.09E-01,6.79E-01,0.679340009,0.545792843,0.05,0.148614194,0.827939708,0.827939708,0.391002106
LUC7L,0.13315,0.15433448,0.811537036,0.811537036,0.481676379,0.115,1,0,0,1
LUC7L2,0.0513,0.781067853,0.107311236,0.107311236,0.930651482,-0.01,0.881616503,0.054720289,-0.054720289,0.94938043
LUC7L3,0.0955635,0.169215813,0.771559056,0.771559056,0.500688245,-0.155,0.086835493,1.061302725,-1.061302725,0.293230932
LUM,-0.5145,0.012029133,1.919765682,-1.919765682,0.156513042,-0.185,0.612683459,0.212763845,-0.212763845,0.804282081
LURAP1L,0.1531,0.149568215,0.825160689,0.825160689,0.475354659,0.545,0.264108746,0.578217217,0.578217217,0.534056253
LUZP1,0.0335,0.988120561,0.005190064,0.005190064,0.997519204,0.06,0.338058308,0.471008387,0.471008387,0.606008927
LXN,0.1534,0.259919217,0.585161609,0.585161609,0.59754107,-0.09,0.595367579,0.225214819,-0.225214819,0.793515817
LY6D,-1.119,0.006271806,2.202607355,-2.202607355,0.116564407,-1.545,0.183116049,0.737273591,-0.737273591,0.438455156
LY6E,-0.29,0.385776049,0.41366474,-0.41366474,0.713389553,-0.59,0.034068974,1.467640941,-1.467640941,0.175272968
LY6G6C,0.20245,0.907284009,0.042256744,0.042256744,0.969439894,-0.46,0.27997009,0.552888363,-0.552888363,0.550546643
LY75-CD302,-0.2511,0.106944255,0.97084254,-0.97084254,0.409590002,0.4,0.126345133,0.898441484,0.898441484,0.361149297
LY96,0.02985,0.880975593,0.055036124,0.055036124,0.961758418,-0.075,0.490268636,0.309565889,-0.309565889,0.72948303
LYAR,0.02565,0.490286851,0.309549754,0.309549754,0.780389584,0.195,0.02517861,1.598968257,1.598968257,0.149182472
LYN,0.23,0.318496896,0.496894795,0.496894795,0.657452392,0.325,0.277062667,0.557421989,0.557421989,0.547274596
LYPD1,-0.528,0.006703501,2.173698328,-2.173698328,0.118175322,-1.395,0.004253607,2.371242596,-2.371242596,0.055993889
LYPD3,-0.649,0.04374911,1.359030782,-1.359030782,0.272243306,-1.04,0.178623012,0.748062591,-0.748062591,0.431377743
LYPD6B,-0.393,0.73015873,0.136582718,-0.136582718,0.909930667,0.205,0.834881767,0.078375024,0.078375024,0.928134285
LYPLA1,-0.017,0.952509313,0.02113077,-0.02113077,0.984278501,0.135,0.483973815,0.315178135,0.315178135,0.725370785
LYPLA2,0.0425,0.311322493,0.5067895,0.5067895,0.651587576,0.02,0.623135592,0.205417442,0.205417442,0.810673148
LYPLAL1,-0.239,0.088694445,1.052103578,-1.052103578,0.378842297,-0.905,0.043900528,1.357530259,-1.357530259,0.20233707
LYRM1,-0.338,0.010590884,1.975067809,-1.975067809,0.146874866,-0.385,0.023009415,1.63809442,-1.63809442,0.14114677
LYRM2,-0.0285,0.932761534,0.030229372,-0.030229372,0.977948683,-0.035,0.762003589,0.118042983,-0.118042983,0.890065294
LYRM4,-0.07545,0.366390269,0.436056069,-0.436056069,0.695168794,-0.08,0.421330633,0.375376964,-0.375376964,0.675462801
LYRM7,0.21686,0.101456836,0.993718686,0.993718686,0.401384701,0.03,0.311210745,0.506945417,0.506945417,0.581462555
LYRM9,-0.4641,7.66E-04,3.115922075,-3.115922075,0.040839146,-0.34,0.017908234,1.74694723,-1.74694723,0.123229699
LYSMD1,0.0227,5.42E-01,0.266346136,0.266346136,0.814827133,0.06,0.36897428,0.433003906,0.433003906,0.630563842
LYSMD2,0.0328,0.311322493,0.5067895,0.5067895,0.651587576,0.03,0.430007806,0.366523661,0.366523661,0.681872695
LYSMD3,0.185,0.268388921,0.571235416,0.571235416,0.607166187,0.145,0.15572119,0.807652287,0.807652287,0.400906323
LYST,-0.1322,0.343171667,0.464488576,-0.464488576,0.679497649,-0.18,0.412787957,0.384272982,-0.384272982,0.668279903
LYVE1,-0.073,0.33025476,0.481150914,-0.481150914,0.667470162,-0.42,0.069300437,1.159264028,-1.159264028,0.258890289
LYZ,-0.0185,0.932761534,0.030229372,-0.030229372,0.977948683,0.44,0.019406352,1.712056088,1.712056088,0.12867931
LZIC,-0.016,0.862096734,0.064444,-0.064444,0.954623253,0.1,0.306475589,0.513604112,0.513604112,0.577213184
LZTFL1,-0.15235,0.112246772,0.949826141,-0.949826141,0.419145308,-0.17,0.374275814,0.426808237,-0.426808237,0.634233395
LZTR1,-0.08015,0.345691691,0.461311059,-0.461311059,0.681862643,-0.08,0.285876158,0.543822064,-0.543822064,0.556360367
LZTS1,-0.2058,0.308830697,0.510279539,-0.510279539,0.649430574,-0.05,0.229697173,0.638844349,-0.638844349,0.495472298
LZTS2,0.01535,0.695006185,0.15801133,0.15801133,0.893555565,-0.145,0.227741293,0.642558218,-0.642558218,0.492827369
LZTS3,0.3285,0.102509352,0.989236512,0.989236512,0.402563549,0.545,0.005280688,2.277309479,2.277309479,0.062555609
M6PR,-0.0255,0.838759367,0.076362617,-0.076362617,0.947391408,0.005,0.358427227,0.445599007,0.445599007,0.623459313
MACC1,-0.354325,0.012614947,1.89911456,-1.89911456,0.158166356,-0.905,0.001368331,2.863808781,-2.863808781,0.029563543
MACF1,-0.09115,0.02046396,1.68901033,-1.68901033,0.199275213,-0.175,0.009847561,2.006671305,-2.006671305,0.088201995
MACO1,-0.003,0.698675121,0.155724721,-0.155724721,0.89494531,0.015,0.84647598,0.072385361,0.072385361,0.933550004
MACROD1,-0.18315,0.680388612,0.167242964,-0.167242964,0.887329786,0.28,0.104592725,0.980498523,0.980498523,0.3250471
MACROD2,-0.273,0.251613236,0.599266516,-0.599266516,0.589449424,-0.215,0.964371467,0.015755648,-0.015755648,0.985115862
MAD1L1,-0.0194,0.862098167,0.064443278,-0.064443278,0.954623253,0.115,0.528411532,0.277027713,0.277027713,0.750517953
MAD2L1,0.56205,5.94E-05,4.226033286,4.226033286,0.011796896,0.71,8.46E-05,4.072480205,4.072480205,0.006347499
MAD2L1BP,0.02475,9.60E-01,0.017540128,0.017540128,0.986932295,0.195,0.026845094,1.571135067,1.571135067,0.154465179
MAD2L2,-0.239,0.044158561,1.35498509,-1.35498509,0.273591968,-0.105,0.23748184,0.624369596,-0.624369596,0.504848307
MADD,-0.0124,0.897327687,0.047048932,-0.047048932,0.967548209,-0.01,0.842614761,0.074370937,-0.074370937,0.931897251
MAEA,0.00315,0.885559427,0.05278229,0.05278229,0.962799538,0.17,0.013418904,1.872282944,1.872282944,0.104744722
MAF1,-0.069,0.235568168,0.627883396,-0.627883396,0.572239011,0.01,0.424139498,0.372491282,0.372491282,0.678044524
MAFB,-0.037,0.474898708,0.323399012,-0.323399012,0.770650038,0.015,0.691333661,0.160312297,0.160312297,0.851316538
MAFF,0.0591,0.250448111,0.60128224,0.60128224,0.589449424,0.08,0.277067709,0.557414086,0.557414086,0.547274596
MAFG,0.22195,0.07567922,1.121023352,1.121023352,0.349539526,0.095,0.387779231,0.411415455,0.411415455,0.646248086
MAGEA10,0.045575,0.938175568,0.027715881,0.027715881,0.979584829,-0.175,0.493379509,0.306818892,-0.306818892,0.731732113
MAGEA4,-0.541,0.157270137,0.803353735,-0.803353735,0.485301056,0,0.769954969,0.113534674,0,0.89496073
MAGEA9B,-0.2335,0.606298361,0.217313606,-0.217313606,0.855564979,0,0.359961444,0.443744015,0,0.623459313
MAGED1,-0.11905,0.135217988,0.86896553,-0.86896553,0.453831194,-0.115,0.235516553,0.627978564,-0.627978564,0.502451759
MAGED2,-0.0773,0.515593837,0.287692283,-0.287692283,0.797942527,-0.275,0.028243643,1.549079281,-1.549079281,0.158433815
MAGED4,-0.2645,0.108539143,0.964413612,-0.964413612,0.413776533,-0.485,0.099405992,1.002587436,-1.002587436,0.316693185
MAGI1,0.0959,0.441736489,0.354836725,0.354836725,0.752142981,-0.035,0.750735262,0.124513185,-0.124513185,0.884694107
MAGI3,-0.02741,0.255741559,0.592198691,-0.592198691,0.593157996,0.09,0.854288727,0.068395325,0.068395325,0.937477007
MAGIX,0.442,0.151065134,0.820835761,0.820835761,0.477363122,0.305,0.294960394,0.530236295,0.530236295,0.565169431
MAGOH,0.2772315,0.882152668,0.054456248,0.054456248,0.961990538,0.2,0.056630729,1.246947845,1.246947845,0.231412009
MAGOHB,0.4885,1,0,0,1,0.075,0.14304099,0.844539492,0.844539492,0.382799115
MAGT1,-0.0355,0.747004801,0.126676607,-0.126676607,0.913310358,-0.125,0.10996636,0.95874015,-0.95874015,0.334542653
MAIP1,0.03,0.502861774,0.298551377,0.298551377,0.789264747,0.19,0.101395918,0.993979527,0.993979527,0.319325789
MAK16,0.0635,0.602292757,0.220192359,0.220192359,0.852128594,0.09,0.126271504,0.898694648,0.898694648,0.361149297
MALSU1,0.25075,0.09424337,1.025749192,1.025749192,0.389622043,0.135,0.237501537,0.624333576,0.624333576,0.504848307
MALT1,-0.19845,0.16463645,0.783474008,-0.783474008,0.494806277,-0.2,0.207397904,0.683195637,-0.683195637,0.467889899
MAMDC2,-0.5945,0.005790316,2.237297755,-2.237297755,0.112256214,-0.955,0.003301723,2.481259316,-2.481259316,0.048605906
MAML1,-7.00E-04,0.687683681,0.162611282,-0.162611282,0.88990854,0.015,0.251536099,0.599399679,0.599399679,0.521403528
MAML2,-9.29E-02,0.338141974,0.470900916,-0.470900916,0.675779635,-0.26,0.007032182,2.152909875,-2.152909875,0.073253869
MAML3,-0.29595,0.062726802,1.202546855,-1.202546855,0.318550866,-0.27,0.069269756,1.15945634,-1.15945634,0.258890289
MAN1A1,-0.302865,0.057325982,1.241648496,-1.241648496,0.306362189,-0.78,0.009037893,2.043932816,-2.043932816,0.083764233
MAN1A2,0.048,0.299614483,0.523437197,0.523437197,0.640462937,0.075,0.936691262,0.028403531,0.028403531,0.974849861
MAN1B1,0.087,0.323333505,0.49034929,0.49034929,0.662371414,0.165,0.082286964,1.08466896,1.08466896,0.285759964
MAN1C1,0.448,0.354312354,0.450613704,0.450613704,0.688811739,-0.26,0.169193439,0.771616482,-0.771616482,0.419296818
MAN2A1,0.181,0.196923922,0.705701524,0.705701524,0.532683432,-0.06,0.811689133,0.090610268,-0.090610268,0.916155221
MAN2A2,0.12625,0.789030728,0.102906084,0.102906084,0.932981403,0.11,0.164585489,0.783608457,0.783608457,0.413775312
MAN2B1,0.08451,0.531751828,0.274291009,0.274291009,0.809946388,-0.005,0.447602602,0.349107397,-0.349107397,0.696719397
MAN2B2,0.1501,0.410023195,0.387191575,0.387191575,0.734660702,0.02,0.944599051,0.024752495,0.024752495,0.977664653
MAN2C1,-0.24505,0.002951091,2.53001742,-2.53001742,0.080293639,-0.24,0.005610044,2.251033712,-2.251033712,0.06477339
MANBA,0.049,0.328220325,0.483834529,0.483834529,0.665263056,0.14,0.313616533,0.50360105,0.50360105,0.584136369
MANBAL,-0.105,0.195204744,0.709509633,-0.709509633,0.530724094,0.035,0.60564455,0.217782186,0.217782186,0.800097031
