ID,Gene,FoldChange.acetyl,pval.acetyl,logp.acetyl,signedlogp.acetyl,FDR.acetyl,FoldChange.rna,pval.rna,logp.rna,signedlogp.rna,FDR.rna
KCNAB2-K324,KCNAB2,0.2847,0.259182009,0.586395148,0.586395148,0.666875038,0.735,0.014146654,1.849346256,1.849346256,0.065106178
KCTD12-K229,KCTD12,0.7455,7.58E-03,2.120573931,2.120573931,0.20806414,0.75,0.020089073,1.697040113,1.697040113,0.083467911
KDM2A-K783,KDM2A,0.361,0.443043884,0.353553254,0.353553254,0.810363825,0.32,0.01247058,1.904113353,1.904113353,0.059790521
KDM3A-K470,KDM3A,0.276,0.12541677,0.901644387,0.901644387,0.517400251,0.225,0.11673824,0.93278686,0.93278686,0.273746658
KDM3B-K300,KDM3B,0.3215,0.076894767,1.114103216,1.114103216,0.437066057,-0.335,0.007039631,2.1524501,-2.1524501,0.040867325
KDM6A-K29,KDM6A,0.01110875,0.604532722,0.218580187,0.218580187,0.890071729,-0.17,0.044262024,1.353968731,-1.353968731,0.142263913
KDM6A-K851,KDM6A,-0.4135,0.014350355,1.84313735,-1.84313735,0.264326288,-0.17,0.044262024,1.353968731,-1.353968731,0.142263913
KHDC4-K553,KHDC4,0.1445,0.097374764,1.011553581,1.011553581,0.469930204,0.295,5.94E-04,3.225876616,3.225876616,0.008003604
KHDRBS1-K165,KHDRBS1,0.0302,0.879787223,0.05562235,0.05562235,0.983227298,0.185,0.013911138,1.856637353,1.856637353,0.064431674
KHDRBS1-K169,KHDRBS1,0.2763,0.024432553,1.612031154,1.612031154,0.310632687,0.185,0.013911138,1.856637353,1.856637353,0.064431674
KHDRBS1-K194,KHDRBS1,0.0825,0.360849972,0.442673323,0.442673323,0.754388607,0.185,0.013911138,1.856637353,1.856637353,0.064431674
KHDRBS1-K432,KHDRBS1,0.627,0.023777826,1.623827848,1.623827848,0.310632687,0.185,0.013911138,1.856637353,1.856637353,0.064431674
KHDRBS3-K152,KHDRBS3,0.03,0.400094602,0.397837308,0.397837308,0.784803399,1.04,0.051925817,1.284616659,1.284616659,0.158853157
KHSRP-K109,KHSRP,0.0705,0.894274777,0.048529018,0.048529018,0.983820778,0.205,0.432852357,0.363660213,0.363660213,0.630391396
KHSRP-K169,KHSRP,0.1003,0.933797566,0.029747262,0.029747262,0.99107133,0.205,0.432852357,0.363660213,0.363660213,0.630391396
KHSRP-K203,KHSRP,0.2577,0.248556249,0.604575314,0.604575314,0.658809999,0.205,0.432852357,0.363660213,0.363660213,0.630391396
KHSRP-K266,KHSRP,0.345,0.033249275,1.478217817,1.478217817,0.34779501,0.205,0.432852357,0.363660213,0.363660213,0.630391396
KHSRP-K87,KHSRP,0.2468,0.429644192,0.366891055,0.366891055,0.806455169,0.205,0.432852357,0.363660213,0.363660213,0.630391396
KIAA1143-K117,KIAA1143,-0.0736,0.75376349,0.122764903,-0.122764903,0.956454445,-0.255,0.06449984,1.190441364,-1.190441364,0.184207635
KIAA1143-K137,KIAA1143,0.053665,0.981670392,0.008034307,0.008034307,0.999575323,-0.255,0.06449984,1.190441364,-1.190441364,0.184207635
KIAA1143-K36,KIAA1143,0.24805,0.470009456,0.327893405,0.327893405,0.826203149,-0.255,0.06449984,1.190441364,-1.190441364,0.184207635
KIAA1210-K168,KIAA1210,0.39195,0.235419879,0.628156868,0.628156868,0.649533701,-1.245,0.011163669,1.952193057,-1.952193057,0.055470013
KIAA1210-K171,KIAA1210,0.39195,0.444438873,0.352187962,0.352187962,0.810363825,-1.245,0.011163669,1.952193057,-1.952193057,0.055470013
KIAA1210-K176,KIAA1210,0.40895,0.239959527,0.619862003,0.619862003,0.655415762,-1.245,0.011163669,1.952193057,-1.952193057,0.055470013
KIF3A-K16,KIF3A,-0.3565,0.210570623,0.676602217,-0.676602217,0.625059414,-0.165,0.074834558,1.125897802,-1.125897802,0.204165134
KMT2A-K1243,KMT2A,0.4499,0.024693581,1.607415928,1.607415928,0.310632687,0.13,0.115436533,0.937656724,0.937656724,0.271831472
KMT2A-K1356,KMT2A,0.5541,7.23E-03,2.14093755,2.14093755,0.20293358,0.13,0.115436533,0.937656724,0.937656724,0.271831472
KMT2A-K2961,KMT2A,-0.70325,6.43E-03,2.191719573,-2.191719573,0.196218284,0.13,0.115436533,0.937656724,0.937656724,0.271831472
KMT2A-K928,KMT2A,0.283915,5.77E-02,1.238898489,1.238898489,0.398292637,0.13,0.115436533,0.937656724,0.937656724,0.271831472
KMT2B-K2296,KMT2B,0.15,0.044079574,1.355762613,1.355762613,0.376581317,0.58,0.033281785,1.47779339,1.47779339,0.117349111
KMT2B-K852,KMT2B,0.53050417,0.017390909,1.759677709,1.759677709,0.284683072,0.58,0.033281785,1.47779339,1.47779339,0.117349111
KMT2B-K926,KMT2B,1.45,0.044537815,1.351271092,1.351271092,0.378324909,0.58,0.033281785,1.47779339,1.47779339,0.117349111
KMT2C-K1762,KMT2C,-0.00495,0.719902341,0.142726414,-0.142726414,0.93955786,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K1766,KMT2C,-0.25335,0.037696903,1.423694327,-1.423694327,0.358977524,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K1772,KMT2C,0.04775,0.809662045,0.091696219,0.091696219,0.972019056,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2398,KMT2C,-0.647,0.043747833,1.359043452,-1.359043452,0.376581317,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2795,KMT2C,-0.3315,0.156675202,0.804999737,-0.804999737,0.567435943,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2802,KMT2C,-0.228225,0.060591646,1.217587251,-1.217587251,0.407740583,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2809,KMT2C,-0.5615,3.33E-03,2.477060408,-2.477060408,0.151256875,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2814,KMT2C,-0.74075,3.92E-04,3.407230978,-3.407230978,0.069331563,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2815,KMT2C,-0.8425,0.006007905,2.221276933,-2.221276933,0.188165954,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2823,KMT2C,-0.2164,0.120212748,0.920049475,-0.920049475,0.508975216,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2832,KMT2C,-0.470275,0.011166785,1.952071858,-1.952071858,0.239564287,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2836,KMT2C,-0.421925,0.046757381,1.330149827,-1.330149827,0.38355498,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K2841,KMT2C,-0.1049,0.128066562,0.892564248,-0.892564248,0.521595285,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K3105,KMT2C,0.03545,0.886117374,0.052508748,0.052508748,0.983742051,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K3793,KMT2C,-0.1075,0.794089968,0.100130291,-0.100130291,0.965915512,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K3847,KMT2C,-0.189,0.865989816,0.062487215,-0.062487215,0.983227298,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K3860,KMT2C,-0.6817,0.00283061,2.548120026,-2.548120026,0.144806353,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K758,KMT2C,-0.3153,0.046754305,1.330178393,-1.330178393,0.38355498,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2C-K827,KMT2C,-0.1608,0.229199988,0.63978541,-0.63978541,0.6452898,-0.48,0.001135212,2.944922932,-2.944922932,0.012072383
KMT2D-K2468,KMT2D,0.2537,0.0091965,2.036377434,2.036377434,0.217787959,0.16,0.38826386,0.410873032,0.410873032,0.591878271
KMT2D-K3079,KMT2D,0.3139,0.117695989,0.929238338,0.929238338,0.504396916,0.16,0.38826386,0.410873032,0.410873032,0.591878271
KMT2D-K3119,KMT2D,0.21705,0.070084712,1.15437671,1.15437671,0.427102408,0.16,0.38826386,0.410873032,0.410873032,0.591878271
KMT2D-K3155,KMT2D,0.08741675,0.139255373,0.856188038,0.856188038,0.541745993,0.16,0.38826386,0.410873032,0.410873032,0.591878271
KMT2D-K3433,KMT2D,-0.113291,0.604421582,0.218660037,-0.218660037,0.890071729,0.16,0.38826386,0.410873032,0.410873032,0.591878271
KMT2D-K3573,KMT2D,0.351,7.27E-02,1.14E+00,1.138720757,0.433314351,0.16,0.38826386,0.410873032,0.410873032,0.591878271
KMT5B-K20,KMT5B,-0.01075,0.758021133,0.120318687,-0.120318687,0.956454445,-0.13,0.329653829,0.481941876,-0.481941876,0.535534219
KMT5B-K776,KMT5B,-0.0591,0.802687747,0.095453366,-0.095453366,0.96768117,-0.13,0.329653829,0.481941876,-0.481941876,0.535534219
KNG1-K113,KNG1,0.0868,0.807888544,0.09264855,0.09264855,0.971467577,-0.305,0.986578997,0.005868134,-0.005868134,0.994206395
KNG1-K42,KNG1,0.597,4.87E-01,0.31260103,0.31260103,0.830605521,-0.305,0.986578997,0.005868134,-0.005868134,0.994206395
KNG1-K43,KNG1,-0.09775,0.715961433,0.145110371,-0.145110371,0.938034449,-0.305,0.986578997,0.005868134,-0.005868134,0.994206395
KNG1-K97,KNG1,-0.0055,0.979265616,0.009099494,-0.009099494,0.999575323,-0.305,0.986578997,0.005868134,-0.005868134,0.994206395
KRI1-K481,KRI1,0.133,1.05E-01,0.98062597,0.98062597,0.47948567,0.69,6.49E-06,5.187847891,5.187847891,6.11E-04
KRT1-K246,KRT1,0.2585,0.124242676,0.905729201,0.905729201,0.515327282,0.145,0.73229322,0.135314987,0.135314987,0.849447482
KRT10-K237,KRT10,0.564,0.096524157,1.015363982,1.015363982,0.469764503,0.56,0.107902469,0.96696862,0.96696862,0.259743183
KRT10-K292,KRT10,-0.16015,9.71E-01,0.012620286,-0.012620286,0.998269904,0.56,0.107902469,0.96696862,0.96696862,0.259743183
KRT17-K172,KRT17,0.48725,0.356707254,0.447688059,0.447688059,0.752572803,1.525,0.020092991,1.696955412,1.696955412,0.083467911
KRT18-K187,KRT18,-0.514,0.089952236,1.045988036,-1.045988036,0.463752117,-0.135,0.694970414,0.158033684,-0.158033684,0.831338451
KRT18-K214,KRT18,-0.52615,0.431203713,0.365317508,-0.365317508,0.80735039,-0.135,0.694970414,0.158033684,-0.158033684,0.831338451
KRT18-K417,KRT18,-0.09285,8.53E-01,6.91E-02,-0.069073315,0.981580746,-0.135,0.694970414,0.158033684,-0.158033684,0.831338451
KRT18-K426,KRT18,0.143,0.645702612,0.189967457,0.189967457,0.909266219,-0.135,0.694970414,0.158033684,-0.158033684,0.831338451
KRT18-K81,KRT18,-0.23892925,0.232675207,0.633249891,-0.633249891,0.647382658,-0.135,0.694970414,0.158033684,-0.158033684,0.831338451
KRT19-K398,KRT19,0.30718,0.125890884,0.900005718,0.900005718,0.517925554,1.07,0.070403788,1.152403971,1.152403971,0.195498867
KRT7-K273,KRT7,0.127,9.60E-01,1.78E-02,0.017762376,0.996729358,1.95,6.46E-04,3.189485245,3.189485245,0.008438221
KRT79-K233,KRT79,-1.263,3.55E-05,4.44916195,-4.44916195,0.025404988,1.155,0.14250814,0.84616033,0.84616033,0.312382191
KRT8-K120,KRT8,-0.853,2.13E-02,1.671715966,-1.671715966,0.299339375,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K145,KRT8,-0.446,0.089978175,1.04586282,-1.04586282,0.463752117,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K150,KRT8,-0.1677,0.49281106,0.307319554,-0.307319554,0.832582422,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K158,KRT8,0.078625,5.77E-01,2.39E-01,0.238840643,0.874495539,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K186,KRT8,-0.2599,0.218147218,0.661250321,-0.661250321,0.635242847,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K313,KRT8,0.056,0.623529412,0.205143056,0.205143056,0.900139933,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K323,KRT8,-0.04875,5.96E-01,0.224481622,-0.224481622,0.886187711,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K332,KRT8,-0.048,0.593402438,0.226650674,-0.226650674,0.885296443,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K353,KRT8,-0.3645,0.005188517,2.284956717,-2.284956717,0.175692375,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K36,KRT8,-0.3188,0.970497825,0.013005434,-0.013005434,0.998269904,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K375,KRT8,-0.8115,0.001539848,2.812522231,-2.812522231,0.120160319,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K39,KRT8,-0.2841,0.599317323,0.222343169,-0.222343169,0.887506258,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT8-K500,KRT8,0.26678,0.242057128,0.616082124,0.616082124,0.655547658,0.14,0.618084606,0.208952073,0.208952073,0.778173072
KRT82-K137,KRT82,0.237,0.678545437,0.168421066,0.168421066,0.92536232,0,0.536053884,0.270791553,0,0.716484345
KTN1-K711,KTN1,0.5987,3.36E-02,1.473425109,1.473425109,0.348095339,0.245,0.030129735,1.521004685,1.521004685,0.109798529
LACTB-K379,LACTB,0.084,0.425850002,0.370743347,0.370743347,0.803307142,0.02,0.835795552,0.077899945,0.077899945,0.909698567
LACTB2-K102,LACTB2,0.293,0.123483796,0.908390027,0.908390027,0.513882218,0.445,0.310616844,0.507774997,0.507774997,0.516250827
LAMA5-K2633,LAMA5,-0.0825,0.465445665,0.33213101,-0.33213101,0.822930816,0.94,6.33E-04,3.198433688,3.198433688,0.008328841
LAMA5-K3427,LAMA5,-0.2335,0.362728598,0.440418203,-0.440418203,0.755315452,0.94,6.33E-04,3.198433688,3.198433688,0.008328841
LAMC1-K1258,LAMC1,0.375,0.032694218,1.48552905,1.48552905,0.346691255,0.915,1.91E-04,3.719474196,3.719474196,0.00397877
LAMC1-K1473,LAMC1,0.647,9.18E-04,3.036974352,3.036974352,0.095637245,0.915,1.91E-04,3.719474196,3.719474196,0.00397877
LAMC1-K1608,LAMC1,-0.15615,0.548948486,0.260468408,-0.260468408,0.864349079,0.915,1.91E-04,3.719474196,3.719474196,0.00397877
LAMC1-K753,LAMC1,1.493,0.075924076,1.119620485,1.119620485,0.434229125,0.915,1.91E-04,3.719474196,3.719474196,0.00397877
LAMC1-K802,LAMC1,-0.7555,0.4526668,0.344221357,-0.344221357,0.812822913,0.915,1.91E-04,3.719474196,3.719474196,0.00397877
LANCL1-K101,LANCL1,-0.24084,0.196846041,0.705873315,-0.705873315,0.607833114,0.19,0.234967526,0.628992156,0.628992156,0.434294791
LANCL1-K142,LANCL1,0.3947,0.221212835,0.655189678,0.655189678,0.636539934,0.19,0.234967526,0.628992156,0.628992156,0.434294791
LAP3-K45,LAP3,0.130155,0.505865103,0.29596528,0.29596528,0.841611802,0.3,0.633963272,0.197935902,0.197935902,0.789811642
LAP3-K455,LAP3,0.58685,0.022886526,1.640420118,1.640420118,0.310632687,0.3,0.633963272,0.197935902,0.197935902,0.789811642
LAP3-K476,LAP3,0.52595,0.065674682,1.182602022,1.182602022,0.421540642,0.3,0.633963272,0.197935902,0.197935902,0.789811642
LAP3-K79,LAP3,0.44145,0.203020921,0.692459206,0.692459206,0.615719344,0.3,0.633963272,0.197935902,0.197935902,0.789811642
LARP7-K336,LARP7,0.484,0.603119708,0.21959648,0.21959648,0.890071729,-0.41,0.008182711,2.087102788,-2.087102788,0.045295855
LARP7-K438,LARP7,-0.114,0.854030848,0.068526442,-0.068526442,0.981580746,-0.41,0.008182711,2.087102788,-2.087102788,0.045295855
LASP1-K128,LASP1,0.21895,0.145104536,0.838319012,0.838319012,0.554868174,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LASP1-K17,LASP1,0.21015,0.5501345,0.259531118,0.259531118,0.864349079,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LASP1-K205,LASP1,1.027,0.004755478,2.322805855,2.322805855,0.172395426,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LASP1-K23,LASP1,0.02276,0.956753027,0.019200155,0.019200155,0.99658166,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LASP1-K36,LASP1,1.87E-01,0.775946788,0.11016806,0.11016806,0.962048362,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LASP1-K42,LASP1,0.185,0.029848587,1.525076229,1.525076229,0.336820815,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LASP1-K87,LASP1,1.0615,0.00185741,2.731092145,2.731092145,0.127589308,0.71,0.017539306,1.755987607,1.755987607,0.075876002
LBR-K594,LBR,0.4905,0.106871324,0.971138812,0.971138812,0.484761346,0.23,0.0045872,2.338452294,2.338452294,0.030519271
LBR-K601,LBR,0.003565,0.536179529,0.270689771,0.270689771,0.856675884,0.23,0.0045872,2.338452294,2.338452294,0.030519271
LCN2-K154,LCN2,-0.013951,0.672252014,0.172467888,-0.172467888,0.922454527,-1.53,0.026162689,1.582317626,-1.582317626,0.099651785
LCP1-K294,LCP1,0.268,0.651363416,0.186176637,0.186176637,0.909382665,0.51,0.292293144,0.534181371,0.534181371,0.497400372
LCP1-K542,LCP1,0.43725,0.169956416,0.769662437,0.769662437,0.577480603,0.51,0.292293144,0.534181371,0.534181371,0.497400372
LCP1-K579,LCP1,0.2315,0.48551093,0.313800988,0.313800988,0.830605521,0.51,0.292293144,0.534181371,0.534181371,0.497400372
LDB1-K393,LDB1,-0.927025,0.121775026,0.91444177,-0.91444177,0.511543995,-0.325,0.034684323,1.45986678,-1.45986678,0.120651062
LDHA-K147,LDHA,-0.25105,0.464618518,0.332903485,-0.332903485,0.822732176,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHA-K155,LDHA,-0.409,0.047419142,1.32404631,-1.32404631,0.385351831,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHA-K251,LDHA,-0.31485,0.096189022,1.01687449,-1.01687449,0.469628439,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHA-K257,LDHA,-0.335555,0.092434563,1.034165608,-1.034165608,0.467431234,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHA-K261,LDHA,-0.1587,0.38112001,0.418938249,-0.418938249,0.768583673,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHA-K272,LDHA,-0.2585,0.203033533,0.692432227,-0.692432227,0.615719344,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHA-K43,LDHA,0.1788025,0.519534062,0.284385974,0.284385974,0.847684399,-0.265,0.476814399,0.321650639,-0.321650639,0.666236921
LDHB-K308,LDHB,0.1233,0.315880198,0.500477598,0.500477598,0.719744615,0.215,0.159704687,0.796682339,0.796682339,0.336666052
LDHB-K310,LDHB,0.477,0.308264621,0.511076316,0.511076316,0.712475057,0.215,0.159704687,0.796682339,0.796682339,0.336666052
LDHB-K318,LDHB,-0.0153,0.915522782,0.038330844,-0.038330844,0.985845275,0.215,0.159704687,0.796682339,0.796682339,0.336666052
LDHB-K58,LDHB,0.2268,0.969990643,0.013232455,0.013232455,0.998260607,0.215,0.159704687,0.796682339,0.796682339,0.336666052
LDHB-K7,LDHB,-0.0423,0.796663014,0.098725345,-0.098725345,0.966694527,0.215,0.159704687,0.796682339,0.796682339,0.336666052
LDHB-K82,LDHB,-0.0088,0.575381033,0.240044458,-0.240044458,0.874495539,0.215,0.159704687,0.796682339,0.796682339,0.336666052
LGALS1-K108,LGALS1,4.85E-02,0.987832536,0.005316674,0.005316674,1,-0.135,0.875363713,0.05781146,-0.05781146,0.932268164
LGALS1-K128,LGALS1,-0.0365,0.977656554,0.009813684,-0.009813684,0.99923084,-0.135,0.875363713,0.05781146,-0.05781146,0.932268164
LGALS1-K29,LGALS1,-0.0235,0.532286566,0.273854495,-0.273854495,0.855075837,-0.135,0.875363713,0.05781146,-0.05781146,0.932268164
LGALS1-K64,LGALS1,0.273025,0.09468489,1.02371932,1.02371932,0.469245678,-0.135,0.875363713,0.05781146,-0.05781146,0.932268164
LGALS3-K190,LGALS3,-0.3304,0.311148537,0.507032236,-0.507032236,0.714834264,-0.93,0.111639868,0.952180686,-0.952180686,0.265664275
LGALS3-K224,LGALS3,-0.10625,0.313656588,0.503545586,-0.503545586,0.718087982,-0.93,0.111639868,0.952180686,-0.952180686,0.265664275
LHPP-K155,LHPP,0.0145,0.865155759,0.062905697,0.062905697,0.983227298,-0.39,0.076679652,1.115319867,-1.115319867,0.207263612
LIG3-K232,LIG3,-0.3494,0.305629792,0.514804314,-0.514804314,0.709949325,0.115,0.376036295,0.424770235,0.424770235,0.580070431
LIG3-K615,LIG3,0.64005,0.007915456,2.10152405,2.10152405,0.210370517,0.115,0.376036295,0.424770235,0.424770235,0.580070431
LIG3-K663,LIG3,0.031,0.82990316,0.080972582,0.080972582,0.974961508,0.115,0.376036295,0.424770235,0.424770235,0.580070431
LIG3-K883,LIG3,0.2075,0.852607804,0.069250696,0.069250696,0.981580746,0.115,0.376036295,0.424770235,0.424770235,0.580070431
LIG3-K898,LIG3,0.2454835,1,0,0,1,0.115,0.376036295,0.424770235,0.424770235,0.580070431
LLGL1-K1064,LLGL1,0.257,0.196330281,0.707012711,0.707012711,0.607432988,0.595,9.49E-04,3.022763189,3.022763189,0.010795343
LMCD1-K13,LMCD1,1.0785,3.76E-02,1.424992582,1.424992582,0.358977524,0.65,0.067827156,1.168596391,1.168596391,0.190962942
LMNA-K108,LMNA,0.052475,0.505050231,0.296665426,0.296665426,0.840958865,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K114,LMNA,-0.264,0.796660926,0.098726483,-0.098726483,0.966694527,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K155,LMNA,-0.014075,6.50E-01,0.187062552,-0.187062552,0.909344156,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K171,LMNA,0.204,0.279665584,0.553360975,0.553360975,0.685979452,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K180,LMNA,0.115,0.480325387,0.318464459,0.318464459,0.828556794,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K181,LMNA,0.146,0.641824044,0.192584018,0.192584018,0.907498431,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K201,LMNA,-0.021,0.62371133,0.205016367,-0.205016367,0.900139933,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K208,LMNA,0.2275,0.255590901,0.59245461,0.59245461,0.661114554,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K219,LMNA,0.1182315,0.861538462,0.06472533,0.06472533,0.983227298,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K233,LMNA,0.1643575,0.397659318,0.400488836,0.400488836,0.781401409,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K260,LMNA,0.2932,1.67E-01,0.77652962,0.77652962,0.57621754,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K265,LMNA,-0.0655,1.00E+00,0,0,1,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K270,LMNA,0.1655,6.26E-01,0.203404797,0.203404797,0.900139933,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K311,LMNA,-0.064,9.39E-01,0.027486921,-0.027486921,0.99107133,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K316,LMNA,-0.011,0.724169313,0.140159883,-0.140159883,0.942100188,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K32,LMNA,0.6365,0.034070931,1.467615994,1.467615994,0.348583484,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K417,LMNA,0.2414,0.206054644,0.686017593,0.686017593,0.620586393,0.185,0.110363366,0.957175064,0.957175064,0.263261645
LMNA-K420,LMNA,0.3472,0.234642006,0.629594236,0.629594236,0.648434453,0.185,0.110363366,0.957175064,0.957175064,0.263261645
